# RA DEC XI ETA F475W F814W V VERR
11.242 41.393 0.419 0.125 24.387 21.343 -197.481 17.125 
11.281 41.394 0.448 0.126 23.24 20.739 -232.819 4.297 
11.236 41.395 0.414 0.127 21.858 19.76 -57.875 2.745 
11.254 41.396 0.427 0.129 23.618 20.986 20.453 5.327 
11.322 41.398 0.479 0.13 23.454 20.524 -126.053 5.356 
11.257 41.403 0.43 0.135 23.419 21.007 -197.678 8.024 
11.321 41.404 0.478 0.137 23.764 20.94 -228.392 6.213 
11.286 41.406 0.451 0.139 23.76 20.779 -55.552 5.276 
11.306 41.41 0.467 0.142 24.254 21.108 -301.446 9.32 
11.314 41.41 0.472 0.143 24.309 21.289 -155.682 7.692 
11.294 41.414 0.458 0.146 24.393 21.131 -114.839 12.318 
11.317 41.414 0.475 0.147 22.569 20.295 -113.527 4.915 
11.273 41.426 0.442 0.158 23.975 20.776 -264.234 7.698 
11.27 41.426 0.44 0.158 23.093 20.609 -207.446 5.203 
11.27 41.426 0.439 0.158 25.499 23.406 -182.001 20.089 
11.29 41.428 0.454 0.16 23.682 20.958 -162.301 7.576 
11.322 41.43 0.479 0.162 24.096 20.855 -164.702 4.818 
11.317 41.43 0.475 0.163 23.52 21.296 -123.461 -299800.0 
11.326 41.432 0.482 0.165 23.392 20.966 -137.467 6.802 
11.327 41.433 0.482 0.165 24.781 21.47 -96.171 9.664 
11.266 41.436 0.436 0.169 23.286 21.135 -454.135 10.628 
11.292 41.441 0.456 0.173 25.246 22.035 -131.439 23.835 
11.31 41.441 0.469 0.174 23.912 20.738 -77.056 4.816 
11.338 41.445 0.491 0.177 23.408 20.917 -19.434 6.476 
11.328 41.454 0.483 0.186 24.364 21.098 -187.91 8.119 
11.334 41.458 0.487 0.19 22.628 19.549 -222.361 1.581 
11.294 41.458 0.457 0.19 22.185 20.29 -55.67 5.45 
11.287 41.459 0.452 0.191 22.898 20.578 -236.351 8.673 
11.283 41.47 0.449 0.202 24.765 21.833 -170.198 9.641 
11.296 41.476 0.459 0.208 23.536 20.718 -403.622 6.333 
11.154 41.368 0.352 0.099 22.931 19.991 -230.673 3.728 
11.145 41.369 0.346 0.101 22.808 20.502 -79.09 31.523 
11.145 41.369 0.346 0.1 24.815 21.4 -203.641 35.573 
11.177 41.376 0.37 0.108 23.833 21.183 -254.685 10.205 
11.21 41.4 0.394 0.132 23.012 20.106 -254.346 3.858 
11.186 41.4 0.377 0.132 22.047 19.607 -32.862 3.708 
11.218 41.408 0.401 0.14 22.129 20.278 -165.084 7.557 
11.171 41.413 0.365 0.145 22.519 19.262 -147.552 1.218 
11.159 41.417 0.356 0.149 22.506 20.564 -201.111 5.859 
11.165 41.422 0.361 0.154 23.721 20.414 -203.914 10.966 
11.237 41.429 0.415 0.161 24.349 21.008 -215.45 10.606 
11.2 41.433 0.387 0.165 21.896 19.679 -50.42 3.432 
11.179 41.44 0.371 0.172 21.453 18.64 -172.118 0.878 
11.191 41.448 0.38 0.18 22.012 20.26 -186.087 3.131 
11.129 41.453 0.333 0.185 22.133 19.752 -218.47 3.06 
11.202 41.455 0.388 0.187 23.611 20.75 -226.985 10.861 
11.184 41.465 0.375 0.197 22.219 19.394 -174.473 1.354 
11.152 41.466 0.351 0.198 22.388 19.489 -59.458 4.5 
11.192 41.474 0.381 0.206 21.376 18.628 -167.178 0.659 
11.141 41.475 0.343 0.207 22.494 19.541 -324.215 8.432 
11.196 41.486 0.384 0.217 23.377 20.171 -154.846 4.301 
11.142 41.488 0.344 0.22 23.162 20.167 -191.64 3.19 
11.194 41.49 0.383 0.222 21.891 19.23 -188.87 0.869 
11.142 41.492 0.344 0.223 22.342 19.484 -192.623 1.623 
11.169 41.494 0.364 0.226 22.259 19.578 -218.345 2.599 
11.115 41.496 0.323 0.227 24.453 21.375 -187.521 20.939 
11.126 41.495 0.331 0.227 24.211 21.224 -178.44 9.542 
11.126 41.495 0.331 0.226 25.062 22.039 -197.042 18.844 
11.167 41.506 0.362 0.238 22.476 20.602 -188.699 -299800.0 
11.167 41.507 0.362 0.239 24.525 21.221 -236.143 10.274 
11.186 41.511 0.376 0.243 23.014 19.822 -198.61 2.052 
11.186 41.513 0.377 0.245 24.245 21.46 -133.983 16.553 
11.169 41.513 0.363 0.245 22.833 20.344 -183.927 2.596 
11.149 41.516 0.348 0.248 23.576 20.669 -129.467 6.081 
11.147 41.522 0.347 0.254 22.977 19.778 -299.138 0.59 
11.147 41.522 0.347 0.254 24.91 22.471 -394.707 34.169 
11.164 41.523 0.36 0.255 22.114 19.563 -102.067 1.402 
11.177 41.53 0.37 0.262 22.396 20.373 -176.56 2.799 
11.139 41.532 0.341 0.263 25.711 23.622 -38.108 18.597 
11.175 41.533 0.368 0.264 23.811 21.04 -397.964 12.037 
11.142 41.534 0.343 0.266 21.842 19.302 -68.605 1.45 
11.13 41.537 0.335 0.269 23.997 21.359 -146.913 30.85 
11.156 41.539 0.354 0.27 22.717 20.176 -175.548 13.241 
11.146 41.543 0.346 0.274 23.808 21.071 -215.776 4.911 
11.13 41.546 0.334 0.278 24.873 21.847 -60.925 12.556 
11.169 41.547 0.363 0.279 22.212 20.354 -47.648 3.366 
11.148 41.553 0.348 0.284 25.142 23.044 -355.388 20.539 
11.13 41.554 0.334 0.285 23.882 21.169 -333.702 -299800.0 
11.137 41.559 0.339 0.291 23.216 20.469 -391.489 12.066 
11.136 41.561 0.339 0.293 22.239 20.019 -74.019 2.462 
11.185 41.584 0.375 0.316 22.926 20.388 -14.387 7.228 
11.107 41.584 0.317 0.316 25.202 22.148 -57.177 29.824 
11.115 41.595 0.323 0.327 24.562 21.225 -188.209 25.181 
11.096 41.62 0.308 0.352 24.732 22.005 -90.218 43.057 
11.162 41.529 0.358 0.261 24.689 22.688 -198.402 13.181 
11.099 41.195 0.312 -0.073 23.544 20.68 -192.873 16.328 
11.136 41.196 0.339 -0.072 22.926 19.635 -31.91 15.082 
11.119 41.202 0.326 -0.066 23.727 20.596 -196.1 11.471 
11.049 41.204 0.274 -0.065 22.741 19.757 24.045 7.266 
11.118 41.214 0.326 -0.055 23.665 20.648 -228.39 21.227 
11.128 41.223 0.333 -0.045 24.021 20.721 -161.59 13.192 
11.111 41.224 0.32 -0.044 23.267 20.07 -239.22 14.606 
11.078 41.254 0.296 -0.015 23.163 20.711 -352.353 16.029 
11.03 41.256 0.26 -0.012 21.644 19.054 -268.981 4.319 
11.085 41.313 0.301 0.044 20.103 18.304 -269.583 7.044 
11.064 41.318 0.285 0.05 25.292 22.651 -231.349 20.13 
11.045 41.327 0.271 0.058 25.246 22.613 -156.837 13.229 
10.992 41.342 0.231 0.073 23.745 20.515 -598.733 10.655 
10.963 41.359 0.209 0.09 24.331 21.255 -350.713 20.341 
11.0 41.36 0.237 0.091 23.058 19.795 -268.304 7.298 
11.064 41.363 0.285 0.094 22.052 19.367 -236.67 4.382 
11.031 41.366 0.26 0.097 24.011 21.252 -129.912 -299800.0 
10.979 41.368 0.221 0.099 21.717 19.162 -428.368 8.712 
11.031 41.369 0.26 0.101 22.893 20.653 -370.327 18.259 
10.995 41.384 0.233 0.115 22.836 19.685 -166.752 16.179 
11.016 41.387 0.249 0.118 22.266 19.816 -197.426 6.913 
10.989 41.395 0.229 0.126 24.967 22.087 -442.64 19.563 
11.045 41.404 0.27 0.135 25.0 21.615 67.608 92.863 
10.966 41.415 0.212 0.146 21.361 18.738 -178.571 2.737 
11.003 41.448 0.239 0.179 22.276 19.243 -120.551 5.442 
11.432 41.57 0.56 0.303 23.666 21.146 -342.562 7.506 
11.458 41.57 0.58 0.303 24.247 21.023 -352.363 7.183 
11.44 41.571 0.567 0.304 23.034 20.759 -506.6 5.499 
11.43 41.572 0.559 0.305 24.931 22.323 -127.61 16.979 
11.471 41.576 0.59 0.31 22.977 20.025 -223.107 6.607 
11.43 41.577 0.559 0.31 23.681 20.683 -222.246 6.046 
11.467 41.578 0.587 0.312 23.9 20.775 -391.028 5.985 
11.445 41.585 0.57 0.318 23.554 20.412 -137.843 10.266 
11.452 41.589 0.575 0.322 23.136 20.731 -357.67 5.317 
11.498 41.591 0.61 0.324 24.221 20.986 -590.171 5.502 
11.498 41.59 0.61 0.324 24.191 21.685 -184.624 8.23 
11.467 41.592 0.587 0.325 23.676 21.173 -46.039 15.158 
11.504 41.593 0.615 0.327 22.104 20.329 -45.901 5.243 
11.488 41.595 0.603 0.329 24.3 20.992 -127.462 5.163 
11.414 41.596 0.547 0.329 23.835 20.707 -185.153 5.056 
11.484 41.603 0.599 0.336 22.446 19.606 -137.81 2.244 
11.484 41.603 0.6 0.337 24.08 21.56 -142.313 7.504 
11.457 41.606 0.58 0.339 24.017 20.81 -60.623 6.595 
11.495 41.606 0.608 0.339 23.715 21.153 -88.879 6.492 
11.476 41.606 0.593 0.339 23.814 21.314 -223.657 8.814 
11.456 41.607 0.579 0.34 23.452 21.237 -331.953 5.549 
11.504 41.609 0.615 0.342 24.17 20.859 -115.59 4.583 
11.51 41.612 0.619 0.346 23.623 20.828 -278.808 3.173 
11.5 41.615 0.611 0.349 23.29 21.323 -545.406 8.932 
11.485 41.616 0.6 0.35 24.1 20.878 -292.451 4.379 
11.52 41.622 0.626 0.356 23.339 20.633 -329.231 3.841 
11.492 41.624 0.606 0.357 24.396 22.053 -67.918 8.399 
11.456 41.626 0.579 0.359 21.614 19.08 -200.379 0.967 
11.503 41.629 0.614 0.362 23.535 20.691 6.334 4.342 
11.508 41.63 0.617 0.364 23.642 20.826 -249.93 7.712 
11.497 41.634 0.609 0.368 23.094 20.665 -136.141 6.715 
11.496 41.637 0.608 0.37 23.12 20.746 -354.739 6.793 
11.524 41.638 0.63 0.372 23.199 20.619 -127.983 3.578 
11.454 41.644 0.577 0.378 24.862 22.112 58.758 42.025 
11.454 41.658 0.576 0.391 23.752 21.108 -277.002 4.82 
11.462 41.659 0.583 0.392 23.709 20.68 -118.943 4.164 
11.466 41.662 0.586 0.395 23.835 21.194 -167.314 5.334 
11.48 41.664 0.596 0.398 23.004 20.049 -24.425 3.86 
11.487 41.668 0.602 0.402 23.653 21.086 -311.817 5.759 
11.489 41.672 0.603 0.405 25.048 22.323 -57.784 19.948 
11.456 41.677 0.578 0.411 23.761 20.806 -189.457 4.782 
11.441 41.685 0.567 0.418 23.044 20.775 -438.169 3.979 
11.441 41.685 0.567 0.418 24.507 22.041 -97.907 10.479 
11.441 41.686 0.567 0.419 25.168 22.555 -147.879 16.007 
11.49 41.686 0.604 0.42 22.403 19.559 -297.268 3.229 
11.49 41.686 0.604 0.419 24.415 21.295 -127.938 11.367 
11.446 41.694 0.571 0.427 25.312 22.813 -126.493 24.965 
11.452 41.696 0.575 0.429 25.205 22.825 -351.336 29.517 
11.513 41.697 0.621 0.431 23.521 20.821 -389.716 12.352 
11.525 41.704 0.63 0.438 22.189 20.026 -194.899 1.691 
11.525 41.704 0.63 0.438 25.173 22.008 -106.534 15.228 
11.535 41.71 0.638 0.444 24.15 20.896 -252.399 4.409 
11.509 41.712 0.618 0.446 23.724 20.955 -136.149 5.088 
11.49 41.715 0.604 0.449 21.452 18.79 -125.201 0.738 
11.462 41.716 0.582 0.45 24.994 21.898 -138.685 58.298 
11.522 41.72 0.628 0.453 23.921 20.748 -146.901 4.335 
11.542 41.721 0.643 0.455 24.409 21.307 -59.03 6.942 
11.536 41.724 0.638 0.458 24.592 21.455 -192.963 21.884 
11.484 41.726 0.599 0.459 24.25 21.021 21.667 4.482 
11.548 41.738 0.647 0.472 23.423 20.752 -195.299 4.791 
11.469 41.739 0.587 0.473 24.405 21.188 -182.443 5.315 
11.466 41.741 0.586 0.474 24.783 21.355 -112.073 9.079 
11.486 41.742 0.6 0.476 23.187 20.804 -231.024 5.438 
11.53 41.745 0.633 0.479 23.402 20.696 -393.674 8.099 
11.552 41.75 0.649 0.484 24.053 21.188 -106.289 5.505 
11.52 41.754 0.626 0.487 23.684 20.626 -477.252 4.293 
11.52 41.755 0.626 0.489 24.586 21.253 -86.339 7.236 
11.491 41.764 0.604 0.498 25.089 22.014 -180.557 23.576 
11.573 41.768 0.666 0.502 23.451 20.667 -200.792 4.119 
11.511 41.77 0.619 0.504 23.734 21.216 -227.903 6.16 
11.531 41.771 0.634 0.505 22.494 20.036 -144.464 2.073 
11.527 41.774 0.631 0.508 24.418 21.276 -175.773 -299800.0 
11.554 41.776 0.652 0.51 22.725 20.586 -96.118 4.877 
11.51 41.784 0.618 0.518 23.522 20.857 -413.048 5.732 
11.536 41.787 0.638 0.521 23.426 20.854 -299.657 4.149 
11.522 41.788 0.627 0.522 23.874 20.732 -379.503 5.312 
11.54 41.794 0.641 0.528 24.079 20.802 -171.317 16.89 
11.492 41.802 0.605 0.536 24.508 21.935 -36.454 9.245 
11.499 41.81 0.61 0.543 25.131 23.012 -173.596 26.427 
11.513 41.816 0.621 0.55 23.162 20.858 -114.535 20.096 
11.508 41.824 0.617 0.557 25.106 22.429 -111.642 11.149 
11.467 41.574 0.587 0.307 24.612 22.515 -106.314 4.981 
11.322 41.612 0.478 0.345 23.71 20.864 -323.931 18.493 
11.353 41.619 0.502 0.351 23.087 21.132 -80.555 10.02 
11.346 41.626 0.496 0.358 24.266 21.108 -159.791 18.487 
11.352 41.627 0.501 0.359 24.608 21.565 -4.554 30.397 
11.416 41.634 0.549 0.367 21.202 18.509 -154.958 0.766 
11.345 41.642 0.495 0.375 23.696 21.175 -215.042 23.666 
11.376 41.673 0.519 0.405 22.44 19.756 -4.704 3.098 
11.353 41.674 0.501 0.407 24.264 21.091 -118.934 6.883 
11.362 41.675 0.508 0.408 22.556 20.64 -87.445 4.525 
11.382 41.678 0.523 0.411 23.727 20.734 -320.706 6.846 
11.383 41.685 0.523 0.418 23.804 20.79 -136.649 5.519 
11.363 41.688 0.509 0.42 24.514 21.819 -81.75 25.407 
11.407 41.69 0.542 0.423 23.698 20.668 -377.324 5.285 
11.422 41.711 0.552 0.444 23.003 20.447 -164.367 4.176 
11.43 41.722 0.558 0.455 24.055 22.098 -79.323 -299800.0 
11.386 41.73 0.526 0.462 23.486 20.634 -220.395 17.811 
11.47 41.732 0.588 0.465 23.741 20.697 -120.104 4.897 
11.393 41.738 0.53 0.471 23.051 20.04 -93.076 2.18 
11.452 41.748 0.575 0.481 24.518 21.13 -90.374 7.646 
11.392 41.752 0.53 0.485 23.62 20.412 -87.339 3.676 
11.491 41.754 0.604 0.488 23.368 20.347 -104.619 0.648 
11.454 41.756 0.576 0.49 23.272 20.114 -38.444 3.944 
11.505 41.759 0.614 0.493 22.782 20.56 -153.684 2.858 
11.486 41.763 0.6 0.496 23.088 20.596 -229.617 7.053 
11.468 41.765 0.587 0.498 23.902 20.796 -51.268 5.569 
11.515 41.77 0.622 0.504 24.279 20.968 -151.035 11.756 
11.494 41.772 0.606 0.505 24.436 21.277 -142.751 8.242 
11.481 41.772 0.597 0.506 25.04 21.795 -170.256 16.836 
11.452 41.778 0.575 0.512 23.511 20.812 -134.509 7.246 
11.5 41.793 0.611 0.526 24.374 21.427 -3.651 9.226 
11.431 41.807 0.559 0.54 22.376 20.019 -62.929 2.036 
11.469 41.809 0.588 0.542 24.04 20.772 -56.947 9.314 
11.44 41.809 0.565 0.542 25.416 22.704 4.639 23.66 
11.488 41.813 0.602 0.547 23.509 20.75 -130.545 4.827 
11.469 41.831 0.587 0.564 24.691 21.361 -2.801 11.15 
11.482 41.831 0.597 0.564 24.624 22.037 -33.067 29.859 
11.47 41.856 0.588 0.59 22.403 20.009 -60.731 3.038 
11.334 41.602 0.487 0.334 24.272 22.097 -169.545 35.199 
11.333 41.608 0.486 0.341 22.775 20.022 -166.382 2.308 
11.326 41.609 0.481 0.341 23.225 20.402 -152.303 3.401 
11.344 41.636 0.495 0.368 23.544 20.861 -52.905 8.989 
11.296 41.641 0.459 0.374 22.12 19.175 -130.046 1.024 
11.314 41.644 0.472 0.376 25.189 21.984 -3.634 18.174 
11.287 41.646 0.451 0.379 22.368 19.391 -331.884 4.56 
11.288 41.65 0.453 0.383 22.567 20.432 -119.04 2.71 
11.282 41.657 0.447 0.39 23.07 21.003 -111.8 21.723 
11.349 41.686 0.498 0.418 24.751 21.528 -76.398 8.929 
11.349 41.685 0.498 0.418 25.474 22.316 11.39 27.432 
11.366 41.706 0.51 0.439 25.363 22.72 -201.996 60.393 
11.334 41.711 0.486 0.443 25.578 23.4 -106.226 10.845 
11.36 41.734 0.506 0.466 24.994 21.919 -38.936 11.302 
11.386 41.739 0.526 0.472 23.77 20.66 49.038 4.579 
11.386 41.755 0.525 0.487 25.709 23.944 -55.687 26.316 
11.398 41.755 0.535 0.488 24.215 21.836 -71.533 4.978 
11.388 41.76 0.527 0.492 23.279 20.305 -77.826 2.517 
11.371 41.759 0.514 0.492 24.399 21.116 -84.408 9.569 
11.39 41.784 0.529 0.517 22.256 19.568 -71.695 1.52 
11.329 41.786 0.482 0.519 23.897 20.886 -211.705 5.028 
11.38 41.787 0.521 0.52 22.298 19.827 -106.132 2.66 
11.326 41.789 0.481 0.521 24.178 21.077 -124.664 11.091 
11.349 41.79 0.498 0.522 24.174 20.831 -102.533 5.396 
11.381 41.793 0.521 0.526 23.33 20.406 -409.931 5.037 
11.345 41.799 0.495 0.532 22.884 19.712 -96.191 1.726 
11.418 41.81 0.549 0.543 22.961 20.97 45.818 17.808 
11.324 41.824 0.479 0.556 24.363 21.205 -100.364 7.25 
11.394 41.824 0.532 0.557 22.552 20.584 -63.864 8.579 
11.355 41.84 0.502 0.572 22.808 19.552 -28.119 2.15 
11.424 41.846 0.553 0.579 23.147 20.483 -56.865 3.413 
11.357 41.847 0.503 0.58 23.155 20.096 -89.268 2.934 
11.386 41.852 0.525 0.585 20.765 17.762 -87.077 0.466 
11.431 41.856 0.559 0.59 22.241 19.261 -79.306 2.386 
11.388 41.857 0.526 0.59 22.747 20.81 -27.91 9.443 
11.436 41.859 0.563 0.592 22.081 19.592 -81.109 2.287 
11.436 41.861 0.563 0.594 22.405 19.292 -65.58 3.557 
11.371 41.852 0.514 0.585 25.144 23.371 6.482 9.273 
10.912 41.376 0.171 0.107 21.439 18.472 -148.785 1.025 
10.933 41.386 0.186 0.117 22.5 19.774 -141.397 2.835 
10.981 41.388 0.223 0.119 23.122 20.615 -377.025 10.689 
11.051 41.392 0.275 0.123 22.119 20.281 -217.033 2.887 
11.05 41.392 0.274 0.123 24.254 21.784 -176.387 6.75 
11.048 41.392 0.273 0.123 24.188 20.959 -490.044 7.692 
11.188 41.392 0.378 0.124 24.595 21.652 -194.595 33.153 
11.009 41.395 0.244 0.126 25.469 22.905 4.406 28.262 
11.097 41.397 0.31 0.128 25.535 23.244 -0.849 14.377 
11.021 41.397 0.253 0.128 24.09 21.977 -274.261 16.794 
11.077 41.397 0.295 0.129 22.731 19.636 -222.973 1.878 
11.135 41.398 0.338 0.129 22.937 20.655 -107.749 11.347 
10.988 41.398 0.228 0.129 25.101 21.699 -225.185 7.102 
10.895 41.4 0.158 0.131 24.792 22.288 -31.037 15.126 
10.9 41.401 0.162 0.132 24.247 21.578 10.763 11.76 
11.11 41.402 0.32 0.134 23.582 20.896 -267.725 6.183 
11.13 41.403 0.335 0.134 22.866 20.132 -207.747 2.071 
10.968 41.404 0.213 0.135 22.811 19.918 -190.882 2.184 
10.899 41.405 0.161 0.136 24.276 21.476 -90.372 5.847 
11.113 41.405 0.321 0.137 22.477 20.006 -222.907 1.973 
11.062 41.407 0.283 0.138 24.326 21.013 -284.753 13.658 
11.202 41.408 0.389 0.14 24.357 21.305 -245.945 16.36 
11.038 41.41 0.265 0.141 24.546 21.741 -276.184 37.3 
11.116 41.411 0.324 0.142 23.669 20.667 -496.647 5.98 
10.982 41.413 0.223 0.144 23.082 20.252 -118.916 7.375 
11.126 41.415 0.332 0.146 21.689 18.852 -195.418 0.881 
11.0 41.415 0.237 0.146 21.586 19.631 -176.378 2.195 
11.173 41.415 0.367 0.147 23.572 20.974 -10.506 7.981 
10.935 41.415 0.188 0.146 22.017 20.034 -151.294 2.855 
11.053 41.417 0.277 0.148 25.928 22.81 -9.78 10.963 
11.156 41.418 0.354 0.15 24.195 21.231 -130.974 14.187 
10.951 41.42 0.2 0.151 21.641 19.572 -42.606 2.866 
10.95 41.42 0.199 0.151 24.469 21.419 -35.994 11.81 
11.141 41.42 0.343 0.152 25.535 23.218 -142.519 4.145 
11.063 41.427 0.284 0.158 23.656 20.583 -179.678 5.294 
10.92 41.431 0.177 0.162 23.758 20.814 -352.651 11.032 
10.874 41.433 0.142 0.164 25.687 23.714 -80.497 16.855 
10.876 41.433 0.143 0.164 25.323 22.569 -396.143 15.884 
11.013 41.436 0.247 0.167 24.662 22.25 -150.461 11.485 
11.15 41.437 0.35 0.169 22.831 19.751 -215.959 2.812 
11.01 41.437 0.245 0.169 24.805 21.688 -209.878 18.427 
11.0 41.438 0.237 0.169 20.6 17.986 -132.846 0.485 
11.024 41.44 0.255 0.171 23.507 20.802 -372.378 5.773 
11.024 41.44 0.254 0.171 25.55 22.541 -128.066 19.125 
11.194 41.446 0.382 0.178 25.382 22.196 -52.354 23.446 
11.065 41.568 0.286 0.299 21.922 19.724 -23.767 4.633 
11.05 41.587 0.274 0.319 22.476 20.348 -84.76 4.037 
11.099 41.589 0.311 0.321 22.33 19.765 -59.439 2.511 
11.041 41.591 0.268 0.322 25.651 23.587 -147.752 19.266 
11.201 41.591 0.387 0.323 23.186 20.095 -36.584 4.582 
10.992 41.593 0.231 0.324 23.551 20.383 -121.608 6.687 
11.108 41.594 0.318 0.326 22.719 19.734 -52.645 2.373 
11.145 41.595 0.345 0.327 22.316 19.76 -139.013 7.135 
11.081 41.595 0.297 0.327 22.477 19.63 -55.156 1.876 
11.092 41.608 0.306 0.34 22.704 20.878 -11.782 6.388 
11.095 41.61 0.308 0.341 23.403 20.368 -62.977 4.432 
11.317 41.61 0.474 0.342 21.858 19.878 -176.265 10.293 
11.163 41.614 0.358 0.346 24.393 21.199 -188.612 7.591 
11.164 41.615 0.36 0.346 24.968 22.352 -201.435 22.445 
11.032 41.624 0.26 0.355 22.198 19.424 -61.64 1.605 
11.317 41.624 0.474 0.357 25.078 22.408 -340.466 19.45 
11.213 41.626 0.396 0.358 25.131 21.851 -168.186 21.267 
11.265 41.627 0.435 0.359 24.268 21.364 -134.734 9.33 
11.265 41.627 0.435 0.359 25.124 22.99 -122.995 13.417 
11.068 41.628 0.288 0.359 24.23 21.273 -69.794 23.773 
11.255 41.63 0.428 0.362 24.35 22.428 -125.696 17.786 
11.233 41.63 0.411 0.362 24.827 22.527 -99.346 10.637 
11.241 41.63 0.417 0.362 24.483 21.581 32.891 8.382 
11.24 41.63 0.416 0.362 24.325 21.918 -278.521 19.968 
11.244 41.631 0.419 0.363 24.775 22.081 -115.055 7.197 
11.222 41.632 0.403 0.363 23.221 21.042 -96.616 4.732 
11.224 41.632 0.404 0.364 23.664 21.45 -196.112 18.052 
11.228 41.632 0.407 0.364 24.937 22.668 -114.849 9.984 
11.02 41.632 0.251 0.363 24.316 21.231 -35.429 11.711 
11.134 41.635 0.337 0.366 21.579 18.691 -57.101 0.958 
11.259 41.635 0.431 0.367 21.686 19.824 -133.521 1.766 
11.298 41.636 0.46 0.369 23.996 21.02 -92.783 16.22 
11.218 41.638 0.4 0.37 23.931 20.739 -409.869 4.753 
11.218 41.638 0.4 0.37 24.53 22.295 -184.588 14.097 
11.28 41.639 0.446 0.371 21.939 19.35 -128.582 1.587 
11.106 41.641 0.316 0.372 22.533 20.076 -53.536 2.315 
11.297 41.648 0.459 0.38 24.291 20.928 -108.221 20.458 
11.038 41.633 0.265 0.364 24.147 21.367 -201.77 16.651 
11.087 41.596 0.302 0.327 21.907 19.296 -48.167 1.88 
11.572 41.913 0.664 0.647 24.134 20.923 -11.693 13.835 
11.576 41.923 0.667 0.657 24.418 21.154 -246.424 10.199 
11.595 41.927 0.681 0.661 21.904 19.693 -71.064 1.897 
11.502 41.931 0.611 0.664 23.959 20.88 -240.088 7.005 
11.601 41.932 0.686 0.666 23.823 20.887 -28.353 7.144 
11.575 41.939 0.666 0.673 24.031 20.897 -103.95 6.626 
11.597 41.941 0.682 0.676 24.448 21.211 -93.846 7.858 
11.535 41.946 0.636 0.679 24.543 21.267 -72.656 9.847 
11.588 41.948 0.676 0.683 23.742 20.5 -41.366 4.349 
11.519 41.95 0.624 0.683 23.892 21.137 -90.066 5.695 
11.585 41.951 0.674 0.685 24.36 21.066 -20.1 8.506 
11.576 41.958 0.667 0.692 23.775 21.081 -48.142 4.812 
11.524 41.963 0.628 0.697 24.293 22.193 -1.02 11.907 
11.482 41.97 0.597 0.703 22.695 20.735 -74.299 5.638 
11.587 41.974 0.675 0.709 23.707 20.702 -25.121 5.358 
11.58 41.977 0.67 0.712 24.265 21.168 -0.818 8.861 
11.531 41.991 0.633 0.725 24.093 20.934 -374.308 5.256 
11.511 41.994 0.618 0.727 23.678 20.986 -37.994 6.501 
11.536 42.004 0.637 0.738 23.735 21.226 -79.102 -299800.0 
11.539 42.007 0.639 0.741 23.747 20.826 17.448 5.642 
11.514 42.007 0.621 0.741 24.129 21.074 -71.944 12.692 
11.506 42.008 0.614 0.742 24.246 20.988 -4.707 6.214 
11.493 42.011 0.605 0.745 23.222 20.981 -90.517 4.969 
11.493 42.012 0.605 0.745 24.448 21.94 -82.93 24.49 
11.544 42.013 0.643 0.747 23.588 21.047 -160.029 5.834 
11.496 42.015 0.607 0.748 23.848 21.345 -211.939 -299800.0 
11.507 42.027 0.615 0.761 24.149 21.17 -99.501 6.427 
11.542 42.028 0.641 0.762 24.267 21.049 69.765 7.648 
11.53 42.032 0.632 0.766 24.007 21.032 -25.165 8.05 
11.524 42.033 0.628 0.767 24.304 21.152 -77.884 8.09 
11.555 42.036 0.651 0.77 24.48 21.322 -29.543 9.197 
11.533 42.038 0.634 0.772 24.28 21.165 -222.888 7.55 
11.488 42.04 0.601 0.774 24.436 21.222 37.69 7.423 
11.548 42.043 0.645 0.777 24.398 21.191 -115.799 8.513 
11.532 42.047 0.633 0.781 22.925 20.531 -55.093 2.994 
11.533 42.051 0.634 0.785 24.47 21.411 -89.973 10.703 
11.48 42.059 0.595 0.793 23.413 20.168 -78.009 0.833 
11.477 42.063 0.593 0.796 23.953 20.821 -15.235 7.104 
11.54 42.064 0.64 0.798 24.355 21.272 40.857 9.041 
11.52 42.065 0.624 0.799 23.935 21.286 -157.598 8.094 
11.504 42.068 0.612 0.801 22.067 20.24 33.434 3.141 
11.445 42.068 0.568 0.801 23.919 20.819 -82.417 6.096 
11.458 42.074 0.578 0.807 24.067 21.052 -537.172 7.955 
11.454 42.074 0.575 0.807 24.398 21.383 -55.77 9.507 
11.502 42.074 0.611 0.808 23.949 21.461 -217.686 8.298 
11.513 42.076 0.619 0.809 24.318 21.291 37.891 7.932 
11.426 42.082 0.554 0.815 23.976 20.741 -183.421 4.999 
11.45 42.088 0.572 0.821 23.579 20.538 -28.251 6.164 
11.468 42.089 0.585 0.823 24.187 21.442 -158.889 19.945 
11.506 42.093 0.614 0.826 24.735 21.405 -70.596 8.701 
11.519 42.093 0.624 0.827 24.024 21.232 -78.915 8.133 
11.454 42.103 0.575 0.836 23.902 20.708 -303.367 4.501 
11.415 42.103 0.546 0.836 24.54 21.375 -16.335 11.54 
11.496 42.103 0.607 0.837 24.132 20.837 -83.021 5.907 
11.516 42.104 0.622 0.837 24.441 21.329 -135.837 8.713 
11.506 42.108 0.614 0.841 23.835 20.959 7.585 7.585 
11.455 42.11 0.576 0.843 23.901 21.048 52.205 5.209 
11.408 42.114 0.541 0.847 23.691 20.512 -120.088 6.595 
11.416 42.118 0.546 0.851 23.753 20.57 -303.28 4.22 
11.493 42.123 0.604 0.857 24.397 21.228 -90.526 7.957 
